"Event_ID","Disaster_Severity_Level","Population_Affected","Available_Rescue_Units","Available_Medical_Units","Response_Time_Minutes","Distance_to_Hospital_KM","Infrastructure_Damage_Percent","Weather_Severity_Index","Communication_Network_Status_Percent","Resource_Allocation_Efficiency_Score","Population_Affected_norm","Available_Rescue_Units_norm","Available_Medical_Units_norm","Response_Time_Minutes_norm","Distance_to_Hospital_KM_norm","Infrastructure_Damage_Percent_norm","Weather_Severity_Index_norm","Communication_Network_Status_Percent_norm","Resource_Allocation_Efficiency_Score_norm","Disaster_Severity_Level_Encoded"
"EVT-00207","Medium",1495,46,33,35.1,16.1,26.2,2.5,80.5,59.6,0.0261032059642225,0.58974358974359,0.622641509433962,0.279340446168768,0.292,0.262262262262262,0.210526315789474,0.801627670396745,0.538285714285714,1
"EVT-00386","Medium",3696,47,27,37.9,15.4,38.3,4.4,53.3,57,0.0689467229867829,0.602564102564103,0.509433962264151,0.306498545101843,0.278,0.383383383383383,0.410526315789474,0.524923702950153,0.508571428571429,1
"EVT-00417","High",10050,31,18,37.8,19.1,57.3,7.4,49.4,49.7,0.192630370038736,0.397435897435897,0.339622641509434,0.30552861299709,0.352,0.573573573573574,0.726315789473684,0.485249237029502,0.425142857142857,2
"EVT-00486","High",14393,9,15,57.4,23.5,58.9,7.3,40.7,38.8,0.277168940883343,0.115384615384615,0.283018867924528,0.495635305528613,0.44,0.58958958958959,0.715789473684211,0.396744659206511,0.300571428571429,2
"EVT-00356","Medium",3122,54,26,31.9,16.2,36.9,4.2,72,65.3,0.057773538629241,0.692307692307692,0.490566037735849,0.248302618816683,0.294,0.369369369369369,0.389473684210526,0.715157680569685,0.603428571428571,1
"EVT-00583","Critical",42064,9,7,101.3,41.8,89.7,8.7,14.8,27,0.815798181924357,0.115384615384615,0.132075471698113,0.921435499515034,0.806,0.897897897897898,0.863157894736842,0.133265513733469,0.165714285714286,3
"EVT-00290","Medium",3086,58,37,28.9,14.5,31.5,3.5,77,68.4,0.0570727814221478,0.743589743589744,0.69811320754717,0.219204655674103,0.26,0.315315315315315,0.315789473684211,0.766022380467955,0.638857142857143,1
"EVT-00512","High",14965,25,8,54.9,24.2,65.6,7.6,45.4,45.9,0.288303194284936,0.320512820512821,0.150943396226415,0.471387002909796,0.454,0.656656656656657,0.747368421052632,0.444557477110885,0.381714285714286,2
"EVT-00358","Medium",2832,54,35,35.3,17.6,27.9,4.4,65.8,66.5,0.0521285500165457,0.692307692307692,0.660377358490566,0.281280310378273,0.322,0.279279279279279,0.410526315789474,0.652085452695829,0.617142857142857,1
"EVT-00025","Low",406,69,40,11.7,9,7.1,2,91.4,86.7,0.00490530044965254,0.884615384615385,0.754716981132076,0.052376333656644,0.15,0.0710710710710711,0.157894736842105,0.912512716174975,0.848,0
"EVT-00029","Low",329,55,33,7.2,9.4,10.1,2,84.9,91.5,0.00340645864559204,0.705128205128205,0.622641509433962,0.00872938894277401,0.158,0.101101101101101,0.157894736842105,0.846388606307223,0.902857142857143,0
"EVT-00589","Critical",35777,8,9,90.4,46.4,89.5,9.7,19.2,20.7,0.693418721896716,0.102564102564103,0.169811320754717,0.815712900096993,0.898,0.895895895895896,0.968421052631579,0.178026449643947,0.0937142857142857,3
"EVT-00485","High",13576,24,16,57.8,27.2,63.1,7.2,41.2,34.9,0.261265645377922,0.307692307692308,0.30188679245283,0.499515033947624,0.514,0.631631631631632,0.705263157894737,0.401831129196338,0.256,2
"EVT-00489","High",16090,0,8,64,26.2,78.3,9.2,38.2,34.8,0.310201857006599,0,0.150943396226415,0.559650824442289,0.494,0.783783783783784,0.91578947368421,0.371312309257375,0.254857142857143,2
"EVT-00251","Medium",3706,29,22,41.8,17.8,42.7,4.3,60.7,58.5,0.0691413777665311,0.371794871794872,0.415094339622642,0.344325897187197,0.326,0.427427427427427,0.4,0.600203458799593,0.525714285714286,1
"EVT-00493","High",7255,44,25,37.8,20.9,51,6.1,67.8,68.3,0.138224359099138,0.564102564102564,0.471698113207547,0.30552861299709,0.388,0.51051051051051,0.589473684210526,0.672431332655137,0.637714285714286,2
"EVT-00571","Critical",44827,7,7,104.3,39.9,91.2,9.7,17.3,20,0.869581297568762,0.0897435897435897,0.132075471698113,0.950533462657614,0.768,0.912912912912913,0.968421052631579,0.158697863682604,0.0857142857142857,3
"EVT-00319","Medium",2475,48,39,24.9,13.7,27.8,3.9,78,76,0.0451793743795379,0.615384615384615,0.735849056603774,0.180407371483996,0.244,0.278278278278278,0.357894736842105,0.776195320447609,0.725714285714286,1
"EVT-00463","High",16369,14,11,54,35,73,8.5,37.5,37.3,0.315632725361571,0.179487179487179,0.207547169811321,0.462657613967022,0.67,0.730730730730731,0.842105263157895,0.364191251271617,0.283428571428571,2
"EVT-00384","Medium",2315,43,35,34.6,12.2,31.3,4,73.2,60.6,0.042064897903568,0.551282051282051,0.660377358490566,0.274490785645005,0.214,0.313313313313313,0.368421052631579,0.72736520854527,0.549714285714286,1
"EVT-00261","Medium",2846,23,30,30.8,15.6,34.8,3.5,58.9,56.7,0.052401066708193,0.294871794871795,0.566037735849057,0.237633365664403,0.282,0.348348348348348,0.315789473684211,0.581892166836216,0.505142857142857,1
"EVT-00328","Medium",3644,41,37,20,15.2,39.4,3.2,72.2,68.4,0.0679345181320927,0.525641025641026,0.69811320754717,0.132880698351115,0.274,0.394394394394394,0.284210526315789,0.717192268565615,0.638857142857143,1
"EVT-00180","Low",430,46,33,18.4,10,12.4,2.2,86.6,80.4,0.00537247192104802,0.58974358974359,0.622641509433962,0.117361784675073,0.17,0.124124124124124,0.178947368421053,0.863682604272635,0.776,0
"EVT-00117","Low",515,50,39,15.7,10.7,14.1,2.5,82,70,0.00702703754890701,0.641025641025641,0.735849056603774,0.0911736178467507,0.184,0.141141141141141,0.210526315789474,0.816887080366226,0.657142857142857,0
"EVT-00535","High",10940,29,18,51.8,17.3,44,6.7,38.2,45.5,0.209954645436319,0.371794871794872,0.339622641509434,0.441319107662464,0.316,0.44044044044044,0.652631578947368,0.371312309257375,0.377142857142857,2
"EVT-00355","Medium",3132,42,24,24.2,15,32,5.1,72.4,60.7,0.0579681934089892,0.538461538461538,0.452830188679245,0.173617846750727,0.27,0.32032032032032,0.484210526315789,0.719226856561546,0.550857142857143,1
"EVT-00130","Low",489,45,35,14.9,9.9,10.3,2.1,85.2,80.9,0.00652093512156191,0.576923076923077,0.660377358490566,0.0834141610087294,0.168,0.103103103103103,0.168421052631579,0.849440488301119,0.781714285714286,0
"EVT-00435","High",8577,36,20,37.6,15.7,51.9,6.2,49.5,50.2,0.163957720981839,0.461538461538462,0.377358490566038,0.303588748787585,0.284,0.519519519519519,0.6,0.486266531027467,0.430857142857143,2
"EVT-00468","High",14919,35,13,59.9,37.7,66.8,8,35.3,32.7,0.287407782298094,0.448717948717949,0.245283018867925,0.51988360814743,0.724,0.668668668668669,0.789473684210526,0.341810783316378,0.230857142857143,2
"EVT-00147","Low",281,65,46,11.2,5.7,8.3,1.3,100,87.8,0.00247211570280108,0.833333333333333,0.867924528301887,0.0475266731328807,0.084,0.0830830830830831,0.0842105263157895,1,0.860571428571429,0
"EVT-00202","Medium",2619,41,25,26.3,19.4,44.1,4.8,60.3,63.5,0.0479824032079108,0.525641025641026,0.471698113207547,0.193986420950533,0.358,0.441441441441441,0.452631578947368,0.596134282807731,0.582857142857143,1
"EVT-00567","Critical",45846,1,2,92.9,34.7,86,10,13.9,21.4,0.889416619625095,0.0128205128205128,0.0377358490566038,0.83996120271581,0.664,0.860860860860861,1,0.12410986775178,0.101714285714286,3
"EVT-00454","High",13546,32,15,40.7,25,59.2,8.2,43.8,50,0.260681681038678,0.41025641025641,0.283018867924528,0.333656644034918,0.47,0.592592592592593,0.810526315789474,0.428280773143438,0.428571428571429,2
"EVT-00119","Low",373,63,45,11.4,9,9.6,1.3,90.9,87.3,0.00426293967648376,0.807692307692308,0.849056603773585,0.049466537342386,0.15,0.0960960960960961,0.0842105263157895,0.907426246185148,0.854857142857143,0
"EVT-00139","Low",786,44,25,20.3,10.4,20.1,2.7,78.8,72.6,0.012302182080081,0.564102564102564,0.471698113207547,0.135790494665373,0.178,0.201201201201201,0.231578947368421,0.784333672431333,0.686857142857143,0
"EVT-00452","High",8339,45,18,37.5,19.2,50.6,6.8,54.9,46.8,0.159324937223834,0.576923076923077,0.339622641509434,0.302618816682832,0.354,0.506506506506507,0.663157894736842,0.541200406917599,0.392,2
"EVT-00371","Medium",3232,47,29,33.9,21.5,41,5.7,65.6,61.1,0.0599147412064703,0.602564102564103,0.547169811320755,0.267701260911736,0.4,0.41041041041041,0.547368421052632,0.650050864699898,0.555428571428571,1
"EVT-00366","Medium",3255,34,23,18.7,14.5,45.8,4.1,61.9,62.2,0.060362447199891,0.435897435897436,0.433962264150943,0.120271580989331,0.26,0.458458458458458,0.378947368421053,0.612410986775178,0.568,1
"EVT-00428","High",15955,6,0,64.1,30.4,60.3,7,49.3,44.2,0.307574017479999,0.0769230769230769,0,0.560620756547042,0.578,0.603603603603604,0.684210526315789,0.484231943031536,0.362285714285714,2
